hongchen     was created from 222.35.185.34        (Sun Jul 30 16:24:56 2006)
convert      was created from 222.211.39.150       (Tue Aug 29 22:45:25 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:45:27 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 22:45:49 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:46:24 2006)
convert      was created from 222.211.39.150       (Tue Aug 29 22:47:04 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:47:40 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 22:47:45 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:48:41 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:49:40 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:50:33 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:51:33 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:52:40 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 22:53:35 2006)
convert      was created from 222.211.39.150       (Tue Aug 29 22:53:36 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:53:51 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 22:54:43 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:54:48 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:56:01 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:57:26 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:58:31 2006)
convert      was created from 222.211.39.150       (Tue Aug 29 22:59:16 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 22:59:22 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:59:30 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:00:41 2006)
convert      was created from 222.211.39.150       (Tue Aug 29 23:00:53 2006)
road         was created from 222.173.93.107       (Tue Aug 29 23:00:55 2006)
convert      was created from 222.211.39.150       (Tue Aug 29 23:01:44 2006)
road         was created from 222.173.93.107       (Tue Aug 29 23:01:49 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:02:39 2006)
road         was created from 222.173.93.107       (Tue Aug 29 23:02:48 2006)
road         was created from 222.173.93.107       (Tue Aug 29 23:03:38 2006)
road         was created from 222.173.93.107       (Tue Aug 29 23:04:34 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:04:36 2006)
convert      was created from 222.211.39.150       (Tue Aug 29 23:04:42 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:05:44 2006)
road         was created from 222.173.93.107       (Tue Aug 29 23:05:45 2006)
road         was created from 222.173.93.107       (Tue Aug 29 23:06:47 2006)
road         was created from 222.173.93.107       (Tue Aug 29 23:07:49 2006)
road         was created from 222.173.93.107       (Tue Aug 29 23:08:37 2006)
road         was created from 222.173.93.107       (Tue Aug 29 23:09:36 2006)
road         was created from 222.173.93.107       (Tue Aug 29 23:10:27 2006)
road         was created from 222.173.93.107       (Tue Aug 29 23:11:27 2006)
road         was created from 222.173.93.107       (Tue Aug 29 23:12:26 2006)
road         was created from 222.173.93.107       (Tue Aug 29 23:13:21 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:14:33 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:16:14 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:20:00 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:21:24 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:23:59 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:30:00 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:35:47 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:37:52 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:38:53 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:40:48 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:41:45 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:44:11 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:50:31 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:55:47 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:58:03 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 23:59:26 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:00:08 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:07:32 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:09:41 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:27:52 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:28:41 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:30:43 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:31:25 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:32:39 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:33:48 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:34:33 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:35:20 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:36:23 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:38:51 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:39:30 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:40:20 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:41:28 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:43:01 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:47:22 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:48:20 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:49:34 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:50:46 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:52:06 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:55:44 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 00:57:31 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 01:03:04 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 01:04:31 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 01:07:37 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 01:11:21 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 01:12:02 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 01:13:51 2006)
kool         was created from 203.109.209.145      (Wed Aug 30 01:13:54 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 01:27:38 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 01:36:45 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 01:37:22 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 01:43:02 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 01:50:09 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 01:54:42 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 01:55:54 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 01:57:15 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 01:57:55 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 01:59:28 2006)
aliths       was created from 219.133.185.170      (Wed Aug 30 02:12:10 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 02:15:22 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 02:33:02 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 02:33:49 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 02:34:41 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 02:35:43 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 02:36:23 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 02:37:25 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 02:41:21 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 02:42:53 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 02:44:00 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 02:53:56 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 02:54:50 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 02:55:38 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 02:56:25 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 02:57:31 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 02:58:21 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 02:59:06 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 02:59:43 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 03:00:23 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 03:01:09 2006)
deposit      was created from 222.211.39.150       (Wed Aug 30 03:01:58 2006)
cqzxl        was created from 61.186.153.225       (Wed Aug 30 03:30:48 2006)
cqzxl        was created from 61.186.153.225       (Wed Aug 30 03:40:33 2006)
cqzxl        was created from 61.186.153.225       (Wed Aug 30 03:44:02 2006)
cqzxl        was created from 61.186.153.225       (Wed Aug 30 03:45:24 2006)
cqzxl        was created from 61.186.153.225       (Wed Aug 30 03:47:01 2006)
cqzxl        was created from 61.186.153.225       (Wed Aug 30 03:48:46 2006)
cqzxl        was created from 61.186.153.225       (Wed Aug 30 03:50:32 2006)
cqzxl        was created from 61.186.153.225       (Wed Aug 30 03:51:57 2006)
cqzxl        was created from 61.186.153.225       (Wed Aug 30 03:53:15 2006)
cqzxl        was created from 61.186.153.225       (Wed Aug 30 03:54:33 2006)
cqzxl        was created from 61.186.153.225       (Wed Aug 30 03:56:05 2006)
cqzxl        was created from 61.186.153.225       (Wed Aug 30 03:59:34 2006)
cqzxl        was created from 61.186.153.225       (Wed Aug 30 04:01:02 2006)
cqzxl        was created from 61.186.153.225       (Wed Aug 30 04:08:40 2006)
cqzxl        was created from 61.186.153.225       (Wed Aug 30 04:09:58 2006)
cqzxl        was created from 61.186.153.225       (Wed Aug 30 04:11:15 2006)
fooda        was created from 58.17.145.8          (Wed Aug 30 10:25:31 2006)
fooda        was created from 58.17.145.8          (Wed Aug 30 10:38:10 2006)
fooda        was created from 58.17.145.8          (Wed Aug 30 10:42:17 2006)
fooda        was created from 58.17.145.8          (Wed Aug 30 10:45:07 2006)
xiaoxiao     was created from 218.59.33.87         (Wed Aug 30 10:50:50 2006)
lulu         was created from 58.83.138.254        (Wed Aug 30 11:15:33 2006)
qiyun        was created from 58.17.145.8          (Wed Aug 30 11:50:52 2006)
ziyue        was created from 58.17.145.8          (Wed Aug 30 11:53:20 2006)
ziyue        was created from 58.17.145.8          (Wed Aug 30 12:07:25 2006)
ziyue        was created from 58.17.145.8          (Wed Aug 30 12:09:25 2006)
mudstar      was created from 218.242.153.180      (Wed Aug 30 14:02:24 2006)
new          was created from 218.70.84.99         (Wed Aug 30 14:16:20 2006)
new          was created from 222.180.164.151      (Wed Aug 30 14:44:49 2006)
news         was created from 222.180.164.151      (Wed Aug 30 14:45:41 2006)
news         was created from 222.180.164.151      (Wed Aug 30 14:47:05 2006)
news         was created from 222.180.164.151      (Wed Aug 30 14:48:57 2006)
news         was created from 222.180.164.151      (Wed Aug 30 14:50:32 2006)
news         was created from 222.180.164.151      (Wed Aug 30 14:52:12 2006)
qqji         was created from 218.4.198.206        (Wed Aug 30 19:54:12 2006)
qqyy         was created from 218.4.198.206        (Wed Aug 30 20:04:34 2006)
eden         was created from 219.155.187.223      (Wed Aug 30 20:30:43 2006)
wenwu        was created from 218.76.86.103        (Wed Aug 30 21:10:11 2006)
wands        was created from 84.157.125.37        (Wed Aug 30 21:42:34 2006)
hoyohoyo     was created from 137.132.236.153      (Wed Aug 30 22:05:59 2006)
agen         was created from 219.147.63.147       (Wed Aug 30 23:08:32 2006)
qpcar        was created from 222.191.167.198      (Wed Aug 30 23:49:40 2006)
seven        was created from 218.7.88.52          (Thu Aug 31 07:13:23 2006)
seven        was created from 218.7.88.52          (Thu Aug 31 07:18:44 2006)
seven        was created from 218.7.88.52          (Thu Aug 31 07:20:31 2006)
seven        was created from 218.7.88.52          (Thu Aug 31 07:23:57 2006)
seven        was created from 218.7.88.52          (Thu Aug 31 07:25:22 2006)
seven        was created from 218.7.88.52          (Thu Aug 31 07:26:24 2006)
seven        was created from 218.7.88.52          (Thu Aug 31 07:27:37 2006)
seven        was created from 218.7.88.52          (Thu Aug 31 07:31:21 2006)
seven        was created from 218.7.88.52          (Thu Aug 31 07:33:12 2006)
seven        was created from 218.7.88.52          (Thu Aug 31 07:35:10 2006)
seven        was created from 218.7.88.52          (Thu Aug 31 07:36:23 2006)
seven        was created from 218.7.88.52          (Thu Aug 31 07:37:52 2006)
bace         was created from 222.89.32.178        (Thu Aug 31 08:54:33 2006)
xiaoone      was created from 218.76.232.200       (Thu Aug 31 09:27:36 2006)
xiaoer       was created from 218.76.232.200       (Thu Aug 31 09:47:36 2006)
asqte        was created from 122.48.0.115         (Thu Aug 31 10:22:37 2006)
